198 199 195 293 165 27 154 169 153 24 119 129 142 116 146 
198 200 286 121 174 154 158 146 24 
314 190 188 296 14 47 46 108 77 125 57 169 95 127 25 49 145 24 3 181 
314 200 203 79 116 165 27 174 35 146 142 
200 297 47 60 83 180 100 168 121 90 146 48 51 
190 195 280 60 121 94 154 108 87 146 51 86 
314 199 193 312 60 47 79 108 121 94 154 27 117 127 145 146 48 129 
199 195 192 240 79 174 165 127 149 117 24 145 33 119 11 
199 195 212 60 79 47 185 42 94 121 108 158 27 24 51 146 
314 199 196 188 255 79 153 165 164 33 119 143 
198 199 196 188 274 165 164 25 127 27 174 161 24 145 119 142 
199 195 207 79 94 121 27 158 154 108 24 146 
198 199 195 202 158 27 174 169 146 24 119 
198 199 195 196 188 260 174 165 127 153 154 24 146 
199 193 201 79 60 47 174 169 27 94 154 158 121 146 24 
198 199 195 196 260 165 174 153 169 127 24 142 147 119 
198 199 193 218 27 174 94 158 146 119 24 142 116 
200 287 79 47 60 158 121 94 154 146 37 24 
199 195 212 60 79 47 185 94 158 121 108 51 39 146 86 
198 199 196 188 274 25 117 165 153 16 41 145 129 119 33 142 
190 195 280 60 47 121 94 87 108 146 51 18 86 
199 195 207 79 60 47 158 27 121 94 108 24 146 
190 195 295 47 60 176 58 180 161 3 145 48 
198 199 196 188 271 147 126 171 165 153 69 127 
198 199 188 310 174 154 153 165 35 142 
198 199 188 305 79 165 174 154 169 24 
199 195 212 79 47 60 158 169 153 174 27 94 121 16 41 24 146 119 129 
199 193 218 79 165 153 27 161 127 169 125 117 24 155 146 129 142 36 
314 199 196 188 268 79 164 127 117 25 75 165 4 138 33 119 147 24 174 
198 194 196 188 256 117 127 164 174 169 33 144 142 119 171 147 
314 199 195 293 79 165 174 154 27 169 24 
198 194 196 188 269 117 69 95 125 153 33 171 144 
314 199 193 299 79 174 154 27 153 165 121 142 146 24 155 129 
198 199 188 310 174 153 27 165 154 142 129 24 155 
199 188 284 79 108 174 27 16 41 24 129 119 146 
198 199 196 188 259 127 165 170 169 16 41 125 25 21 174 24 119 155 
314 190 188 296 60 47 125 21 161 127 49 16 41 38 6 57 9 73 28 25 157 159 117 77 91 23 158 121 27 24 48 119 51 129 181 3 167 145 33 
198 194 192 188 234 125 117 138 127 164 149 174 161 22 183 24 144 33 119 147 72 34 43 104 
198 199 192 189 188 231 149 117 164 124 161 75 27 174 33 119 144 11 
199 188 292 79 169 165 174 27 24 119 155 142 
190 195 280 60 47 121 94 108 87 91 82 38 24 51 107 86 
198 194 195 196 258 164 165 169 27 174 24 142 119 
198 200 250 94 121 15 101 91 154 27 87 168 88 24 51 
198 199 193 201 169 27 174 16 41 165 153 146 24 119 37 
198 200 203 41 94 121 174 146 142 24 116 
